epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.47774,1.51572,5.82432,0.02553,0.00417,1,0.20891,0.03251,1.65565,8.49122,0.04593,6e-05,6e-05,6e-05
2,6.02273,1.41007,7.09384,0.02868,0.00417,1,0.17871,0.06846,1.54536,8.35484,0.04221,0.000139076,0.000139076,0.000139076
3,8.59953,1.28682,6.07898,0.02451,0.00417,1,0.12378,0.03821,1.68366,8.53097,0.04945,0.000217096,0.000217096,0.000217096
4,11.1074,0.9871,6.02048,0.0191,0.00417,1,0.21242,0.09211,1.34666,8.11112,0.03868,0.00029406,0.00029406,0.00029406
5,13.5568,1.15428,5.73315,0.02242,0.00417,1,0.26458,0.12663,1.07728,7.8816,0.0278,0.000369968,0.000369968,0.000369968
6,16.0076,1.23519,5.2349,0.02342,0.00417,1,0.30396,0.16529,1.03298,7.87795,0.02571,0.00044482,0.00044482,0.00044482
7,18.5254,1.1766,5.10119,0.01779,0.00396,0.95,0.34736,0.22041,1.04271,7.86993,0.02546,0.000518616,0.000518616,0.000518616
8,21.0547,1.20353,5.17368,0.02118,0.00396,0.95,0.28034,0.12716,1.25753,8.08435,0.03226,0.000591356,0.000591356,0.000591356
9,23.4758,1.10427,5.41524,0.0197,0.00396,0.95,0.24167,0.10955,1.4364,8.26787,0.0397,0.00066304,0.00066304,0.00066304
10,26.0772,1.21684,5.05059,0.02153,0.00396,0.95,0.33826,0.17395,1.40755,8.33521,0.03968,0.000733668,0.000733668,0.000733668
11,28.5486,1.22169,4.35295,0.01942,0.00396,0.95,0.37568,0.21654,1.39287,8.29426,0.03691,0.00080324,0.00080324,0.00080324
12,31.0969,1.19402,4.45662,0.02197,0.00396,0.95,0.39963,0.2113,1.25556,8.10234,0.03295,0.000871756,0.000871756,0.000871756
13,33.5311,1.34687,4.43431,0.02528,0.00396,0.95,0.49291,0.213,1.31367,8.15544,0.0364,0.000939216,0.000939216,0.000939216
14,36.11,1.2787,4.34036,0.02364,0.20043,0.8,0.55049,0.26777,1.33849,7.99608,0.03635,0.00100562,0.00100562,0.00100562
15,38.4912,1.32345,4.62367,0.02458,0.73515,0.4,0.62752,0.30727,1.61254,7.95367,0.04536,0.00107097,0.00107097,0.00107097
16,40.9544,1.32414,3.78013,0.02217,0.59487,0.368,0.58496,0.29821,1.46103,7.86962,0.0395,0.00113526,0.00113526,0.00113526
17,43.3953,1.22107,4.01529,0.02373,0.76094,0.4,0.59741,0.30306,1.44654,7.70181,0.03974,0.0011985,0.0011985,0.0011985
18,46.1622,1.26366,3.75831,0.02504,0.88855,0.35,0.64698,0.31974,1.25294,7.33014,0.03366,0.00126068,0.00126068,0.00126068
19,48.6505,1.38646,3.87344,0.02583,0.90024,0.4513,0.69065,0.34288,1.29913,7.18913,0.03563,0.0013218,0.0013218,0.0013218
20,51.1786,1.39444,4.42521,0.02798,0.82695,0.47892,0.74078,0.43173,1.43016,7.08456,0.04001,0.00138187,0.00138187,0.00138187
21,53.6222,1.40339,3.53143,0.02404,0.84216,0.53441,0.68441,0.36,1.50096,7.20647,0.04097,0.00144088,0.00144088,0.00144088
