Stem,Status,Description,LineData
46_jpg.rf.a163656e3640af810fabffe15549076d,VALID,,
46_PNG.rf.20e41766ed1bc3545b7f42d1f91374ed,MALFORMED,Invalid part count,2 0.2749967453125 0.5127877046875 0.05750036562500001 0.613465959375 0 0.728758759375 0.0688620671875 0.8602901078125 0.14352509375 0.95447290625 0.22143416093749999 1 0.9145008578124999 0.982078303125 0.9713096078125 0.902509990625 0.9907870890625 0.8261893125 0.9631940718750001 0.7385019109375001 0.8593153125 0.6670527500000001 0.729466740625 0.5436407359375 0.606110625 0.4462101828125 0.5298245171875 0.3796326609375 0.349659646875 0.4592009109375 0.2749967453125 0.5127877046875
46_PNG.rf.6efacba2ecb754aed6776984caa1223e,VALID,,
46_PNG.rf.d7c6c7ea258ef87f2ca684977e5d9fa2,VALID,,
47_jpg.rf.42b7f2c4f8eed2f3308bc46a43d5057d,VALID,,
47_PNG.rf.766c9deb6211634b346daf6c4ee3fb2f,MALFORMED,Invalid part count,2 0.393483490625 0.311431259375 0.2246804515625 0.3601465359375 0.1451481734375 0.45108169687500005 0.13054018750000002 0.5517599515625 0.1045704953125 0.699529603125 0.158132959375 0.8472993171875001 0.253896303125 0.9187484156249999 0.40809148281249996 0.9674636968750001 0.59312571875 0.972335146875 0.7440746078125 0.97558290625 0.873923178125 0.93498684375 0.9437168343750001 0.8489231343749999 0.9907870890625 0.7807217953125 0.9924100484375 0.67679584375 0.95994790625 0.5663745578125 0.8804157546875 0.490053946875 0.792767821875 0.434843271875 0.7083662984375 0.34877962500000004 0.5801408125 0.345531928125 0.5168397328125 0.29681665156250003 0.393483490625 0.311431259375
47_PNG.rf.abee7112d30a5cc6ebc6870fc25b0234,VALID,,
47_PNG.rf.d5f1cdc7e8eaf84c417631eb9f893368,VALID,,
48_jpg.rf.a97ce2aed5ff8384e40a2c01367a7001,VALID,,
48_jpg.rf.f42396cf09f16bf0c8fd28bfd20b7497,VALID,,
48_PNG.rf.1b03da9465ff524a70dac982c3bd8d73,VALID,,
49_PNG.rf.4d08fc93ad388f3c3281fbcb4a74420f,MALFORMED,Invalid part count,2 0.0088071515625 0.4884300671875 0.038023129687500004 0.81644628125 0.1630023296875 0.9268676296875 0.3918604109375 0.982078303125 0.6450650984374999 0.9869497546874999 0.925862803125 0.8797761703125 0.9972794203124999 0.5290261296875001 0.9274857640624999 0.434843271875 0.705120134375 0.2805782234375 0.3676947671875 0.20738636562499999 0.279865990625 0.22374373281249998 0.172740946875 0.3406604109375 0.0088071515625 0.4884300671875
49_PNG.rf.57fb8c2cd6fdd988311885004f6ce30c,VALID,,
49_PNG.rf.88b2d676f1b629598505330f299e977f,VALID,,
4_PNG.rf.0cc9fc1c20030f87be472ca369c971cd,VALID,,
50_jpg.rf.5fa183d43582554377ea4d1c2f42be4f,VALID,,
50_jpg.rf.762eacb5234bf2c793386bf6539ab226,VALID,,
50_PNG.rf.22d64db991c1576b30dda8e0a7f9827d,VALID,,
50_PNG.rf.6342f1440397580310474bddb2cd1ab1,VALID,,
50_PNG.rf.ce7d96242405b04535f14a7d638802d4,MALFORMED,Invalid part count,2 0.0088071515625 0.8927669593750001 0.0526309953125 0.9560967234375 0.159756165625 0.9999405484375 0.8593153125 0.9999405484375 0.9664404828125001 0.9041338078125 1 0.5615029828125 0.9145008578124999 0.4364671515625 0.6645424546875 0.2870736203125 0.34943178124999996 0.30884740625 0.133786353125 0.4088618125 0 0.520906915625 0.0088071515625 0.8927669593750001
51_jpg.rf.c5130934d987a534dbf9aa8dd00a7da2,VALID,,
51_PNG.rf.81bcef846ea7157bf8c7f99f05f4b7bc,MALFORMED,Invalid part count,2 0.072108353125 0.8797761703125 0.19708755312499998 1 0.476262053125 0.9934451515625 0.7538133484375 0.8781523531250001 0.976178978125 0.6361997765625 0.9534555765625001 0.4429624828125 0.8349687046875 0.2870736203125 0.622341696875 0.23673445937499998 0.30073048281250003 0.300730521875 0.1354095578125 0.415357146875 0.031530678125 0.714144334375 0.072108353125 0.8797761703125
51_PNG.rf.c00491dd4689f870de034b3c6883dc6d,VALID,,
52_jpg.rf.62d324abfe78999f2ba41750ed8e1cfa,VALID,,
52_jpg.rf.decb3c925de768613454142025c0da48,VALID,,
52_PNG.rf.17009702dfa930dcd8b313153b7060f6,VALID,,
52_PNG.rf.5ac22f7a26688b85d252b7f8762e4986,MALFORMED,Invalid part count,2 0.012053317187499999 0.7011534828125 0.0948318796875 0.8472993171875001 0.25714259375 0.9885735765625 0.7229744109375 0.9690875140624999 0.8073759328125 0.8976384156250001 0.9631940718750001 0.7547403390625 0.9372245046875 0.564750678125 0.8008833578125 0.3374127140625 0.5590404953125 0.1815238171875 0.34154411093750003 0.1815238171875 0.21656491562500002 0.226991428125 0.04776175 0.3828802953125 0.012053317187499999 0.7011534828125
52_PNG.rf.dfddd76df912f5e0b87a1ccb2cb7a3b8,VALID,,
53_PNG.rf.43a08a878891a06ee0e0f60543c861b2,MALFORMED,Invalid part count,2 0.2246804515625 0.301688165625 0.0932086734375 0.5485122546875 0.072108353125 0.7644833703125 0.1500174234375 0.9008861734375 0.3204436703125 0.9918213343750001 0.6694117046875 0.9950689687500001 0.8138682640624999 0.9366106609375 0.906385321875 0.8391801031250001 0.9193702281249999 0.431595571875 0.8966468265625 0.345531928125 0.7440746078125 0.27083519218749996 0.6255878609375001 0.22861525 0.40159902656249996 0.24810137031249999 0.2246804515625 0.301688165625
53_PNG.rf.f2baa3ad231716399c0d592d01a33883,VALID,,
54_jpg.rf.1bed6b02caeadb4e561d7c6fa61f94d5,VALID,,
54_PNG.rf.11770a805df1a6e747ea5bb376c71447,MALFORMED,Invalid part count,2 0.062227040624999994 0.6946580890625 0.162859634375 0.883023803125 0.4761192328125 0.9934451515625 0.8396953796875 0.9187484156249999 0.974413321875 0.5436407359375 0.9096317328125 0.2886974375 0.3940746390625 0.161120134375 0.169352084375 0.24160604062500002 0.0281416921875 0.4527055765625 0.062227040624999994 0.6946580890625
54_PNG.rf.31ef2fb675b6f5e47cf3b7b706bf8deb,VALID,,
54_PNG.rf.f8989d3278b8e5ed50a8cc5ed778efa3,VALID,,
55_jpg.rf.be9a5c9f97c6ab8d5038e0052e867f3e,VALID,,
55_PNG.rf.12aa66c4a7c098a5d62ff234b82ac8e4,MALFORMED,Invalid part count,2 0.0753545171875 0.4884300671875 0.1256708171875 0.7644833703125 0.23117278125000001 0.9901975171874999 0.9502094109374999 0.9804543609374999 0.989163884375 0.6670527500000001 0.9631940718750001 0.3747610796875 0.8658076421875001 0.2740828890625 0.5624999640625 0.15503246875 0.356152103125 0.21562451718750003 0.1678717015625 0.2805782234375 0.0753545171875 0.4884300671875
55_PNG.rf.4251a47fae09e8b35cd098ef2849d578,VALID,,
55_PNG.rf.86ef879c9c723fad85f214274af63a10,VALID,,
56_jpg.rf.99142f7307b1c623920ec6ab23770d8f,VALID,,
56_PNG.rf.155578c0a2f36e5553ddc6817aefc065,MALFORMED,Invalid part count,2 0.0152996078125 0.6816674828125 0.0883394234375 0.9642159375 0.760305678125 1 0.75868271875 0.9382344781249999 0.8382148703125001 0.762859553125 0.9810483484375 0.564750678125 0.98591771875 0.4592009109375 0.7781599546875 0.2692113125 0.44886359843749996 0.22402597812499997 0.36589071875 0.2529728890625 0.1824795671875 0.4137333296875 0.0152996078125 0.6816674828125
56_PNG.rf.19630068b7f727c7c68a21112e31a5ce,VALID,,
56_PNG.rf.474f670f131ef072a80d0238a2ad9036,VALID,,
57_jpg.rf.a7c874169d2d1df58179dbeac530b3bb,VALID,,
57_jpg.rf.aed4e11e2f96cc9d033203fc6cff490d,VALID,,
57_PNG.rf.02c1c647d5f16dba037437a4db9b61d1,MALFORMED,Invalid part count,2 0.044515459375 0.8781523531250001 0.1922183078125 0.9772067281249999 0.5801408125 0.9642159375 0.719728 0.8635377453125 0.9842945140625 0.6816674828125 0.8934006609375 0.5615029828125 0.685642896875 0.43809096875 0.3902373265625 0.470567821875 0.021792057812499998 0.6914103890625001 0.044515459375 0.8781523531250001
57_PNG.rf.2c8a27a182021b1205051dd3c3d25ac6,VALID,,
58_jpg.rf.2e5cc088311b3f1c60b73f3188333d75,VALID,,
58_PNG.rf.8c93f3c64e2b19cf93bc6ca09542b6e4,VALID,,
58_PNG.rf.f042cdb9cc9b5b3b51a55d1774697583,MALFORMED,Invalid part count,2 0.0250382234375 0.6979059109375 0.2084493796875 0.9431060531250001 0.677527240625 0.9642159375 0.9729328125000001 0.6670527500000001 0.9242395984374999 0.29681665156250003 0.6761363265625 0.07183442031250001 0.34154411093750003 0.0938363265625 0.0558772859375 0.2545967671875 0.0250382234375 0.6979059109375
59_jpg.rf.7c22d1e5d72a5000077863f1ce80af83,VALID,,
59_PNG.rf.83d88d96bf94c138bc4adfee6bce150b,MALFORMED,Invalid part count,2 0.1256708171875 0.965839875 0.7976371921875 0.9853259375000001 0.946963 0.8765285359374999 0.9956562140624999 0.5420169203125 0.956701740625 0.23673445937499998 0.7976371921875 0.0483687453125 0.714858875 0 0.231736978125 0.0089285765625 0.07860080781249999 0.21562451718750003 0.012053317187499999 0.431595571875 0.0250382234375 0.8099508890625 0.1256708171875 0.965839875
59_PNG.rf.d0435d24c16799319c15ce26d1b7b3cf,VALID,,
5_PNG.rf.41bd84c22f47753e97c23c13cdbeb0db,VALID,,
5_PNG.rf.71bdbe391d3e71c4b7372cc26c6ae397,MALFORMED,Invalid part count,2 0.0526309953125 0.6605574203125 0.190595103125 0.9885735765625 0.8625614781250001 0.9788305453125 0.906385321875 0.9090053843750001 0.9648172765625 0.7677310046875 0.9112546921875 0.6102182593750001 0.7797831609375 0.490053946875 0.6807735265625 0.371513446875 0.424322553125 0.3325412015625 0.33829795156250003 0.3698895671875 0.1256708171875 0.4640724234375 0.0526309953125 0.6605574203125
5_PNG.rf.7cf7c77129ba829e546bb5609e21aa89,VALID,,
5_PNG.rf.87d09e05ae10aa919e91fe791d508ff8,VALID,,
5_PNG.rf.eefa6f1835b876582bf7c8d0c8682346,VALID,,
60_jpg.rf.7cecdcaab64a518273bc894bc4a7d286,VALID,,
60_jpg.rf.e94074ddfe3fa8ad6b8f9e48d613a116,VALID,,
60_PNG.rf.e84eee39b77cbe3a7e00512dcefae4e4,MALFORMED,Invalid part count,2 0.1256708171875 0.44945787968750006 0.12080156718749999 0.8229416781250001 0.3318054953125 0.9999405484375 0.6320803125000001 0.9414822359375 0.8771695890625001 0.7726025796875 0.9696866468750001 0.5079161875 0.95994790625 0.2886974375 0.8398380765625 0.1149462953125 0.6112012640625 0.0332792234375 0.393483490625 0.0857171109375 0.26201183906250003 0.251349071875 0.1256708171875 0.44945787968750006
61_jpg.rf.80c6ef236e3522e3a7121f47d2a936e5,VALID,,
61_jpg.rf.839635aa63f6fb7271b87a0d0e628e05,VALID,,
61_PNG.rf.14b83c7ed4d4d0c6d07ddbec8b2fcb9b,VALID,,
61_PNG.rf.4637d77d8126d7a9c591e2226d926971,MALFORMED,Invalid part count,2 0.153263709375 0.3974949015625 0.083470053125 0.57774140625 0.1094397453125 0.8083270718750001 0.156509875 0.9690875140624999 0.9453400406249999 1 1 0.8521708921875 0.885285125 0.5858606203125001 0.77653675 0.3536511421875 0.5340908703125 0.1469155890625 0.2944739828125 0.1506708171875 0.2392883171875 0.212376821875 0.153263709375 0.3974949015625
62_PNG.rf.9504123b15d9333f0a8711fd1adf6c0f,MALFORMED,Invalid part count,2 0.0656159015625 0.48031085312500005 0.0282843890625 0.67679584375 0.0672389828125 0.8521708921875 0.1792334015625 0.9268676296875 0.325313040625 0.9674636968750001 0.5071009906249999 0.9674636968750001 0.6694117046875 0.9203722359375 0.8138682640624999 0.8781523531250001 0.932355134375 0.6654290578125 0.9161240625 0.460824790625 0.748943978125 0.30006434843749996 0.5850101828125001 0.1734046078125 0.31899346875 0.1692370171875 0.21494170937499998 0.23186294687500003 0.133786353125 0.34877962500000004 0.0656159015625 0.48031085312500005
63_jpg.rf.914da589c6c6c6fd010688f225633c4d,VALID,,
63_PNG.rf.37f22fb6903da3f52f2364755ceac022,VALID,,
63_PNG.rf.9e0a9b61eef2de6f30c32f93401e1139,MALFORMED,Invalid part count,2 0.2327959859375 0.1116986609375 0.153263709375 0.256220584375 0.0818469734375 0.41860484375 0.070485271875 0.6053467453125 0.0915855890625 0.8359324687499999 0.185725853125 0.9837021203124999 0.8658076421875001 1 0.9550785359375 0.8813999859375 0.9826715531250001 0.5420169203125 0.9372245046875 0.2399821609375 0.7816558078125 0.010957795312500001 0.36426763906250004 0 0.297720271875 0.0256349546875 0.2327959859375 0.1116986609375
64_jpg.rf.420bc116e4c2c661bc8258c82764bd26,VALID,,
64_PNG.rf.3a27a329dc915470d15dad2d469a6380,VALID,,
64_PNG.rf.cf459f2c289371bfe0d4b51374320482,MALFORMED,Invalid part count,2 0.0039377812499999994 0.65730984375 0.0558772859375 0.81644628125 0.1483943390625 0.9609682984375001 0.6320803125000001 1 0.7911448609375 0.9528490843749999 0.925862803125 0.89601459375 0.9242395984374999 0.749868759375 0.805752728125 0.5631268609375 0.7521901421875 0.361770353125 0.5503246390625 0.3051948078125 0.270127375 0.41860484375 0.11106295156249998 0.5079161875 0.0039377812499999994 0.65730984375
65_PNG.rf.5679fa852eea369363298c855958fee4,MALFORMED,Invalid part count,2 0.27824291093750003 0.2692113125 0.02990759375 0.4332194546875 0 0.663805115625 0.1078166609375 0.8456754999999999 0.2685042953125 0.9447298749999999 0.5054779109374999 0.9983167281249999 0.8836619203125 0.8472993171875001 0.95994790625 0.5891083171875 0.9778021828125001 0.2805782234375 0.9518323703125 0.132808540625 0.735959071875 0.08734102187500001 0.7343361109375001 0.08246944687499999 0.5184628171875 0.176652365625 0.27824291093750003 0.2692113125
66_jpg.rf.08aa6125a5596976cac6ececb28edee9,VALID,,
66_PNG.rf.0f88267d279d968408af2d8d2106597e,VALID,,
67_jpg.rf.4cadd6fe58531f0cd54db9f90e29db69,VALID,,
67_jpg.rf.55aacc021072175d3255c73c6c394980,VALID,,
67_PNG.rf.35dae2456bbfb02a3265321b2849fb27,VALID,,
67_PNG.rf.e40420041f2ba1b180fd6a28611b3600,MALFORMED,Invalid part count,2 0.2019569234375 0.3276696828125 0.046138665625000005 0.514411584375 0.0023147015625 0.67679584375 0.026661303125 0.8651615625 0.0558772859375 0.9950689687500001 0.7083662984375 0.9966927859375 0.8820387140625 0.8781523531250001 0.9778021828125001 0.613465959375 0.9518323703125 0.395871084375 0.886908084375 0.2545967671875 0.700486978125 0.1103896109375 0.5217089828125 0.119817875 0.39672978125 0.192890790625 0.2019569234375 0.3276696828125
68_PNG.rf.7c3a842295c50d62cc750c602eca2a70,MALFORMED,Invalid part count,2 0.1889720171875 0.2140007015625 0.08671634375000001 0.316302771875 0.034776839062499995 0.47706321406249996 0.0185457671875 0.6849150578125001 0.059123446875 0.873280771875 0.1354095578125 0.95447290625 0.279865990625 0.9869497546874999 0.59312571875 0.9983167281249999 0.7392054828125 0.9739590890625 0.8804157546875 0.8927669593750001 0.9713096078125 0.77585021875 0.946963 0.606970625 0.8349687046875 0.46244860781249997 0.7473210171875 0.321174290625 0.5949674953125 0.1875000046875 0.5898795531250001 0.1815238171875 0.37562933906249996 0.2107530046875 0.1889720171875 0.2140007015625
69_PNG.rf.d682aad4eea3828c70359caa6223fbf1,VALID,,
6_PNG.rf.0917beb09d9454922a0a0ac784a0606f,VALID,,
6_PNG.rf.1ddbb1f42621096ebcba925e0c99a796,VALID,,
6_PNG.rf.cb810c1732da7e5a555547668b78e09d,MALFORMED,Invalid part count,2 0.0088071515625 0.4689440046875 0.1078166609375 0.78559325 0.28311228125 0.965839875 0.5071009906249999 0.9008861734375 0.7262205765624999 0.887895384375 0.956701740625 0.6329522046875 0.9664404828125001 0.3926233890625 0.8950236203124999 0.186395365625 0.7116124640625 0.056487954687499994 0.387986978125 0.11444805312499999 0.3480365671875 0.113322446875 0.0948318796875 0.2399821609375 0.0088071515625 0.4689440046875
6_PNG.rf.dbc4ebffe52fc310f083ff094398fc8b,VALID,,
70_jpg.rf.7584312b75357a7fffc74489b0cf4c8d,VALID,,
70_PNG.rf.31ac7b9746e53a7a7836934e159b6be9,MALFORMED,Invalid part count,2 0 0.4997969734375 0.046138665625000005 0.6784196609375 0.1419018890625 0.8456754999999999 0.33342857656249997 0.9171245984375 0.549301875 0.972335146875 0.7700444203125001 0.9739590890625 0.9291089687499999 0.9008861734375 0.9794251421875 0.753116396875 0.9437168343750001 0.475439334375 0.773290584375 0.2935689515625 0.5178571078124999 0.1992694828125 0.3512827328125 0.217248396875 0.0980780453125 0.32604580312500003 0 0.4997969734375
70_PNG.rf.3dafaa4476246997fbf4195605110882,VALID,,
71_jpg.rf.9c4a263bc17efd6fc746316a8411c59a,VALID,,
71_PNG.rf.1636a42eafc264aa779c6421691edc62,VALID,,
72_jpg.rf.ebe4268d69d57b9c4d08bfd457911a17,VALID,,
72_PNG.rf.81aacae3995208d8e36f695a9c80b83c,VALID,,
73_jpg.rf.c6e12f0b27e4f22fac402107d7f83ba3,VALID,,
73_jpg.rf.d6e44af44f962a61ee91146afc7bddff,VALID,,
74_jpg.rf.6f67400f6386014c38d2fa77140cdb12,VALID,,
74_jpg.rf.873ea1760463d7b17272e2c9bb3b3763,VALID,,
74_PNG.rf.1e6b6344dfc79949967f049adf6673be,VALID,,
75_PNG.rf.7ee0a3b109cdc931b88d4639b7976371,MALFORMED,Invalid part count,2 0.286358446875 0.1506708171875 0.153263709375 0.24160604062500002 0.0932086734375 0.42510024062499996 0.1094397453125 0.6118421390625 0.21494170937499998 0.8083270718750001 0.34316719687499997 0.9171245984375 0.552548040625 0.9463536921875001 0.7814061203125 0.972335146875 0.8771695890625001 0.9463536921875001 0.9453400406249999 0.842427740625 0.9810483484375 0.6459428078125 0.9631940718750001 0.5322738265625 0.8836619203125 0.3828802953125 0.7700444203125001 0.3049358609375 0.46976960312499993 0.1799 0.481131303125 0.192890790625 0.41945330312499995 0.15879002656250002 0.286358446875 0.1506708171875
75_PNG.rf.d892cf5fff9ba36a9e0ad232874d232c,VALID,,
76_jpg.rf.1b11b04f5baea87981cc25b3cea132c0,VALID,,
76_jpg.rf.5059aa7550dade59956330081a6fc4cd,VALID,,
76_PNG.rf.db477d9b896f82cc2f4937f8e8b47f4d,VALID,,
76_PNG.rf.dc04bddb4be1d0d59d8f352c349cb117,MALFORMED,Invalid part count,2 0.16949478125 0.15391851406249998 0.042892374999999996 0.3146789546875 0.0152996078125 0.5387692234375 0.034776839062499995 0.7108965140625 0.1386557234375 0.905757625 0.312328134375 0.972335146875 0.49736237499999997 0.9918213343750001 0.6888890625 0.9788305453125 0.786275490625 0.8537947140625001 0.9356012984375001 0.6686766296875 0.9940332546875 0.49817315625 0.9794251421875 0.321174290625 0.8966468265625 0.1636615765625 0.7083662984375 0.0191395578125 0.5915026390625 0.0142680453125 0.367513803125 0.08246944687499999 0.16949478125 0.15391851406249998
77_jpg.rf.2833cc617e8f7df657d7bc503822f372,VALID,,
77_PNG.rf.559bbff6ae99b3e499ed91bdd114e42a,MALFORMED,Invalid part count,2 0.0639928171875 0.4868062453125 0.0510079109375 0.5988514109375 0.0980780453125 0.7579879734375 0.1824795671875 0.9187484156249999 0.3464134859375 0.9837021203124999 0.576894646875 0.9918213343750001 0.735959071875 0.9853259375000001 0.930731928125 0.8895192015625 0.9924100484375 0.6524382046875 0.9193702281249999 0.434843271875 0.8576921078125 0.222119915625 0.7229744109375 0.1181939640625 0.49736237499999997 0.12468932656250001 0.40159902656249996 0.152294728125 0.24253460312500003 0.23186294687500003 0.0639928171875 0.4868062453125
77_PNG.rf.c2b22da8773a6b0c98f4716258317e1e,VALID,,
78_jpg.rf.1fa7f272595c96bfc658ee9ab078a524,VALID,,
78_jpg.rf.e50954ccda0d4cddcbfd70332fa6e2c5,VALID,,
78_PNG.rf.055c9235c96ef3c154d8b4947673b9e7,MALFORMED,Invalid part count,2 0.23117278125000001 0.1782761515625 0.11268603125000001 0.3325412015625 0.041269295312499996 0.48031085312500005 0.041269295312499996 0.6329522046875 0.07860080781249999 0.7904648265625001 0.1922183078125 0.9106292046875 0.36589071875 0.9333630265625 0.5590404953125 0.9236198703125 0.7343361109375001 0.8343085265625 0.8300993343749999 0.7417495484375001 0.9680634421875001 0.4868062453125 0.932355134375 0.3049358609375 0.8771695890625001 0.1555423609375 0.622341696875 0.0954602359375 0.5168397328125 0.0792218078125 0.3577751828125 0.0938363265625 0.23117278125000001 0.1782761515625
78_PNG.rf.06d5b8bb4942dab5467189f441477c67,VALID,,
79_jpg.rf.70e92ed4a850e33f13bc57789c9290e1,VALID,,
79_jpg.rf.f9fec7272b4229f6a24f17ec99fbf56c,VALID,,
79_PNG.rf.07860b98bc66109f6b345be66f9af751,MALFORMED,Invalid part count,2 0.127294021875 0.470567821875 0.021792057812499998 0.590732196875 0.0152996078125 0.7076488171875 0.0510079109375 0.7969602234375001 0.1646254109375 0.9382344781249999 0.3009664328125 0.97558290625 0.5152165265625 0.9772067281249999 0.7456978125 0.9073814421874999 0.9047623609375 0.77585021875 0.9485862046875001 0.5485122546875 0.8982697859375 0.37800878125000004 0.748943978125 0.3276696828125 0.5898795531250001 0.3292935 0.563909740625 0.3471558078125 0.367513803125 0.431595571875 0.127294021875 0.470567821875
79_PNG.rf.b3021d90870e703eae2ac3ad39c040d6,VALID,,
7_PNG.rf.0f69c4e97f15b8aea01b89255a641289,VALID,,
7_PNG.rf.3fc5c3b4d161972f9ce6b3a10af77694,VALID,,
7_PNG.rf.b96c40c251ecb0d69db330ad2dd10f6c,VALID,,
7_PNG.rf.bb41adeb9d13d8e1d73b7c08ab18e249,VALID,,
80_jpg.rf.5143d25e23aa11129aaa9459d3b9198d,VALID,,
81_jpg.rf.57b8b294a07a9485564350e60ee50d4f,VALID,,
81_jpg.rf.b187921e26cb7ce9300331908562d3e2,VALID,,
81_PNG.rf.ae5dc74f6e0f0825da9e8c2a8c478926,MALFORMED,Invalid part count,2 0.020168853125 0.34228423281250003 0 0.7969602234375001 0.0850931390625 0.8992622328125 0.16949478125 0.9609682984375001 0.36426763906250004 0.9853259375000001 0.5882563484375 0.9983167281249999 0.7781599546875 0.9496014515625 0.946963 0.7417495484375001 0.9810483484375 0.405614115625 0.8544459421875 0.23023912968750002 0.59312571875 0.1344323890625 0.47301576718750005 0.176652365625 0.2344190671875 0.22861525 0.020168853125 0.34228423281250003
81_PNG.rf.d5bc68cdb5679962b7514eb7265dc34c,VALID,,
82_jpg.rf.bdfdc37695cf56709ccc7dce647995ce,VALID,,
82_PNG.rf.6ea8851a773b0c3ac1d33d3d923c3c0b,VALID,,
82_PNG.rf.cc0008330d8823f2ebc063ca0d36b6cd,MALFORMED,Invalid part count,2 0 0.8245654953124999 0.11106295156249998 0.8927669593750001 0.227926615625 0.9690875140624999 0.4892468390625 0.9901975171874999 0.73271290625 0.972335146875 0.8658076421875001 0.8943907765624999 0.9794251421875 0.719015728125 0.9648172765625 0.485182428125 0.7992603968750001 0.3601465359375 0.5184628171875 0.226991428125 0.3171975046875 0.2692113125 0.0282843890625 0.3633942328125 0 0.8245654953124999
83_jpg.rf.21ecf909db31f607ab7add0436281274,VALID,,
83_jpg.rf.cd6e72922e98ae93f774d6cc0578f2f7,VALID,,
83_PNG.rf.aba6e741c38b5c6136b2115b435e7d0e,VALID,,
84_jpg.rf.49a791bd9bc48ca97ecd8009635ba55b,VALID,,
84_PNG.rf.ce608230cd5fd18e2d5e8fb74470a335,VALID,,
85_PNG.rf.74dc1a6305155a372009fa99d3aabd94,MALFORMED,Invalid part count,2 0.28311228125 0.306559740625 0.1646254109375 0.3828802953125 0.0250382234375 0.5468884375 0.010430232812499999 0.7807217953125 0.026661303125 0.8895192015625 0.1354095578125 0.9625921156249999 0.6418189328125 0.9869497546874999 0.7570595140624999 0.9739590890625 0.8641846828125 0.902509990625 0.946963 0.7255111203125 0.9729328125000001 0.5874845 0.9388474640625001 0.49654927656250003 0.9096317328125 0.42185254531250005 0.8187376343749999 0.330917384375 0.7099895046875 0.2529728890625 0.6742810765625 0.19938609375 0.7505671828125 0.0321303171875 0.633703396875 0.0012773125 0.5704021921875 0.049992593749999995 0.494116209375 0.176652365625 0.43730745937500004 0.24160604062500002 0.28311228125 0.306559740625
86_jpg.rf.1eb0d57e4c937d6fbd2c6913a9afa9f7,VALID,,
86_jpg.rf.ade750691462dda13e32151ef24cf71f,VALID,,
86_PNG.rf.03170670b465387fb12f33351837fefb,MALFORMED,Invalid part count,2 0.2441576875 0.32604580312500003 0.11430911562499999 0.390999509375 0.0152996078125 0.5468884375 0.013676521875 0.793712459375 0.0250382234375 0.8976384156250001 0.0915855890625 0.9642159375 0.602864334375 0.9853259375000001 0.679150446875 0.9560967234375 0.7943910265625 0.9041338078125 0.9193702281249999 0.733630334375 0.9664404828125001 0.5274023125 0.976178978125 0.3633942328125 0.9453400406249999 0.2805782234375 0.7846522859375 0.22861525 0.792767821875 0 0.679150446875 0.0548641703125 0.6548038390625 0.1393039375 0.5428094234375 0.24810137031249999 0.395106696875 0.2935689515625 0.2441576875 0.32604580312500003
87_jpg.rf.ab2bb4c52e5b14e78b6ff470329b4018,VALID,,
87_PNG.rf.568004c899d0619bfe0b14b4b280a7f2,VALID,,
88_jpg.rf.27c53f9246f51ba4af207ab4462b1422,VALID,,
88_PNG.rf.61adce60fa4920da22f183ddc22d67d3,MALFORMED,Invalid part count,2 0.0250382234375 0.4689440046875 0 0.77585021875 0.0672389828125 0.883023803125 0.1500174234375 0.95447290625 0.297720271875 0.9788305453125 0.6093567906249999 0.9966927859375 0.7846522859375 0.9187484156249999 0.8382148703125001 0.8310608921875 0.9485862046875001 0.686538875 0.9729328125000001 0.5127877046875 0.9518323703125 0.39424720468749996 0.8463304062500001 0.291945134375 0.622341696875 0.24810137031249999 0.5801408125 0.2010099734375 0.5882563484375 0.049992593749999995 0.5054779109374999 0.0256349546875 0.463277146875 0.0889648078125 0.45516161093749996 0.1880192140625 0.36426763906250004 0.26271598281249997 0.2019569234375 0.3276696828125 0.0250382234375 0.4689440046875
88_PNG.rf.6a00cf2f6735dca2f7426f03ab027c17,VALID,,
89_jpg.rf.5b91f8b3c22d3c840f75ec44a19cc150,VALID,,
89_PNG.rf.117bf051ade40944f79df49e7bde8276,MALFORMED,Invalid part count,2 0.0753545171875 0.365018053125 0 0.6053467453125 0.02990759375 0.829437071875 0.0753545171875 0.9203722359375 0.440553625 0.9804543609374999 0.7960142328125 0.9950689687500001 0.8998929906249999 0.9447298749999999 0.946963 0.87490459375 0.9485862046875001 0.7255111203125 0.9550785359375 0.5712460765625 0.9550785359375 0.4592009109375 0.8836619203125 0.3845041734375 0.7700444203125001 0.3130550765625 0.7116124640625 0.282202103125 0.4876237546875 0.24810137031249999 0.440553625 0.129560875 0.4113377671875 0 0.34154411093750003 0.0759740796875 0.3512827328125 0.20750530781249998 0.323689959375 0.27570670937499997 0.26201183906250003 0.316302771875 0.0753545171875 0.365018053125
89_PNG.rf.b2ae8b49ed9174ff1184c4c5fbc7a2a1,VALID,,
8_PNG.rf.afe667a776fe6923cc7a856628f90005,VALID,,
8_PNG.rf.c0a2aa616f7525a56dfdc7e57b7ed189,VALID,,
8_PNG.rf.ef4157a821784176ce12bcd3e715d94e,VALID,,
