frame,v8_count,v26_count,v8_conf,v26_conf
134,2,1,0.5454451441764832,0.8975352048873901
135,2,1,0.5219848155975342,0.8914756178855896
136,2,1,0.5115583539009094,0.8861615061759949
137,2,1,0.4699447751045227,0.8988710641860962
138,2,1,0.48762133717536926,0.9031516313552856
139,2,1,0.4630242884159088,0.873365581035614
140,2,1,0.4764055013656616,0.9031662344932556
141,1,1,0.7827407717704773,0.9027379751205444
142,1,1,0.7911797761917114,0.7578994035720825
143,1,1,0.7677271366119385,0.8797118067741394
144,1,1,0.7997304201126099,0.7999891638755798
145,1,1,0.7974961400032043,0.7722359299659729
146,1,1,0.7741467952728271,0.8599045276641846
147,1,1,0.8096379637718201,0.8244883418083191
148,1,1,0.7758815884590149,0.8578020930290222
149,1,1,0.7870992422103882,0.8618710041046143
150,1,1,0.7786476612091064,0.8514691591262817
151,1,1,0.791968822479248,0.879633367061615
152,1,1,0.8254830837249756,0.8900476098060608
153,1,1,0.8245142698287964,0.8829753994941711
154,1,1,0.8093270063400269,0.872197687625885
155,1,1,0.82391756772995,0.8186725974082947
156,1,1,0.824127197265625,0.8347253799438477
157,1,1,0.8270354866981506,0.8853688836097717
158,1,1,0.831428587436676,0.8797723054885864
159,1,1,0.8309539556503296,0.8889854550361633
160,1,1,0.8060199022293091,0.8883281350135803
161,1,1,0.8233504295349121,0.8861088156700134
162,1,1,0.8058772683143616,0.8739020228385925
163,1,1,0.811170220375061,0.8961078524589539
164,1,1,0.8000868558883667,0.9017137885093689
165,1,1,0.7936602830886841,0.9020707011222839
166,1,1,0.792518675327301,0.9028764367103577
167,1,1,0.805352509021759,0.8902262449264526
168,1,1,0.8011861443519592,0.8963356614112854
169,1,1,0.8045353889465332,0.8916573524475098
170,1,1,0.7976855635643005,0.8858848214149475
171,1,1,0.7873034477233887,0.8855698108673096
172,1,1,0.7843780517578125,0.8740426898002625
173,1,1,0.8017688989639282,0.8688969016075134
174,1,1,0.8105207681655884,0.8863253593444824
175,1,1,0.8108056783676147,0.8919152021408081
176,1,1,0.8192209005355835,0.4443662762641907
177,1,1,0.8139936327934265,0.8577306866645813
178,1,1,0.803379476070404,0.8855709433555603
179,1,1,0.8046190142631531,0.6033858060836792
180,1,1,0.8305274248123169,0.7673020362854004
181,1,1,0.8181261420249939,0.4960649907588959
182,1,1,0.8323995471000671,0.8135432600975037
183,1,1,0.8350551128387451,0.2816525101661682
184,1,1,0.818822979927063,0.7252335548400879
185,1,1,0.8144733309745789,0.27462825179100037
186,1,1,0.8274025917053223,0.5469360947608948
187,1,1,0.8246669769287109,0.522436797618866
188,1,1,0.816798746585846,0.7937602996826172
189,1,1,0.8060697913169861,0.7561966776847839
190,1,1,0.8208469748497009,0.7555953860282898
191,1,1,0.808081328868866,0.7840173244476318
192,1,1,0.8048169016838074,0.8790261149406433
193,1,1,0.7806170582771301,0.8505855202674866
194,1,1,0.7641735076904297,0.7247559428215027
195,1,1,0.7683864235877991,0.7319298982620239
196,1,1,0.7733562588691711,0.7599670886993408
197,1,1,0.7678743600845337,0.8072936534881592
198,1,1,0.7610008120536804,0.8208149671554565
199,1,1,0.8176574110984802,0.8127223253250122
200,1,1,0.7704625725746155,0.8448785543441772
201,1,1,0.7816792726516724,0.8873568773269653
202,1,1,0.8000056743621826,0.8972204923629761
203,1,1,0.7612749934196472,0.8259822726249695
204,1,1,0.8098288178443909,0.6837478876113892
205,1,1,0.8292939066886902,0.6580061912536621
206,1,1,0.7730625867843628,0.6727441549301147
207,1,1,0.8269723057746887,0.6780306696891785
208,1,1,0.7953906059265137,0.7868061065673828
209,1,1,0.7185586094856262,0.8382549285888672
210,1,1,0.8101356029510498,0.8615156412124634
211,1,1,0.827835202217102,0.7502501606941223
212,1,1,0.8152188062667847,0.8019238710403442
213,1,1,0.8088253736495972,0.8798542618751526
214,1,1,0.8157249093055725,0.8885840177536011
215,1,1,0.8065894246101379,0.8929978013038635
216,1,1,0.8084306120872498,0.874043345451355
217,1,1,0.7924228310585022,0.8170684576034546
218,1,1,0.8158460259437561,0.7379584312438965
219,1,1,0.808674693107605,0.639584481716156
220,1,1,0.7767865657806396,0.5175461173057556
221,1,1,0.7986228466033936,0.5876854658126831
222,1,1,0.8185009956359863,0.7425438761711121
223,1,1,0.8268795013427734,0.6715093851089478
224,1,1,0.8345050811767578,0.7143169045448303
225,1,1,0.8281075954437256,0.8084845542907715
226,1,1,0.8281461000442505,0.845653772354126
227,1,1,0.8187891840934753,0.8114994764328003
228,1,1,0.8153826594352722,0.814778208732605
229,1,1,0.8122273087501526,0.8522703647613525
230,1,1,0.7808048129081726,0.8366608619689941
231,1,1,0.7883052825927734,0.8334148526191711
232,1,1,0.785112202167511,0.8294929265975952
233,1,1,0.7820972800254822,0.8330361247062683
234,1,1,0.7917323708534241,0.8245622515678406
235,1,1,0.7683366537094116,0.8204076290130615
236,1,1,0.7825258374214172,0.8142666220664978
237,1,1,0.7933143377304077,0.8087509274482727
238,1,1,0.7848000526428223,0.8132047653198242
239,1,1,0.7814399600028992,0.8270989656448364
240,1,1,0.7928705811500549,0.812553346157074
241,1,1,0.7903181910514832,0.8334869742393494
242,1,1,0.7775862812995911,0.8019406795501709
243,1,1,0.7797383069992065,0.8079708814620972
244,1,1,0.7859130501747131,0.6907955408096313
245,1,1,0.773556113243103,0.7589210867881775
246,1,1,0.7827533483505249,0.6961681246757507
247,1,1,0.7588814496994019,0.7665505409240723
248,1,1,0.70613694190979,0.49221861362457275
249,1,1,0.7821771502494812,0.5206212401390076
250,1,1,0.7454609274864197,0.4251408874988556
251,1,2,0.8129065036773682,0.3749289810657501
252,1,2,0.827116072177887,0.3770439624786377
253,1,2,0.8298405408859253,0.40308046340942383
254,1,2,0.8283407688140869,0.401192843914032
255,1,2,0.8033969402313232,0.3993440866470337
256,1,2,0.7879812717437744,0.3940909802913666
257,1,2,0.8153874278068542,0.4034939408302307
258,1,2,0.8080256581306458,0.39580875635147095
259,1,2,0.8225909471511841,0.4059290885925293
260,1,2,0.8175784349441528,0.4022921621799469
261,1,2,0.8212074637413025,0.4050242304801941
262,1,2,0.8164488077163696,0.4006572365760803
263,1,2,0.8316161036491394,0.39296895265579224
264,1,1,0.8266244530677795,0.7086485028266907
265,1,1,0.8228908777236938,0.7581162452697754
266,1,1,0.8273691534996033,0.7748790383338928
267,1,1,0.8259010314941406,0.7661845088005066
268,1,1,0.8306645750999451,0.7948354482650757
269,1,1,0.8348479270935059,0.8177777528762817
270,1,1,0.834926187992096,0.784934937953949
271,1,1,0.8322914242744446,0.7539015412330627
272,1,1,0.8347943425178528,0.7849699258804321
273,1,1,0.8396234512329102,0.8033103942871094
274,1,1,0.8427001237869263,0.7806915640830994
275,1,1,0.8390402793884277,0.7084978222846985
276,1,1,0.8415459394454956,0.6919695734977722
277,1,1,0.8420258164405823,0.6889275908470154
278,1,1,0.8426883816719055,0.5922878384590149
279,1,1,0.8358163237571716,0.46083080768585205
280,1,2,0.8368505835533142,0.3960856795310974
281,1,2,0.8367720246315002,0.385961651802063
282,1,2,0.8371977210044861,0.39221811294555664
283,1,2,0.8368792533874512,0.3942525088787079
284,1,2,0.8351349234580994,0.38361454010009766
285,1,2,0.842278242111206,0.37992748618125916
286,1,2,0.843964695930481,0.37619081139564514
287,1,2,0.847724437713623,0.38300418853759766
288,1,2,0.8473284244537354,0.3859293758869171
289,1,2,0.8479126691818237,0.38588303327560425
290,1,2,0.8480278849601746,0.3923436403274536
291,1,2,0.8475185632705688,0.38301530480384827
292,1,2,0.8571931719779968,0.3885992169380188
293,1,2,0.8558681607246399,0.38144585490226746
294,1,2,0.8541257977485657,0.38591620326042175
295,1,2,0.8511406183242798,0.3787418007850647
296,1,2,0.8511107563972473,0.37351322174072266
297,1,2,0.8483244776725769,0.37112751603126526
298,1,2,0.8470546007156372,0.37436676025390625
299,1,2,0.8508623838424683,0.38782215118408203
300,1,2,0.8531185388565063,0.3933155834674835
301,1,2,0.8499307036399841,0.38289937376976013
302,1,2,0.8497030735015869,0.3815339207649231
303,1,2,0.8495878577232361,0.3867327868938446
304,1,2,0.8499020338058472,0.3834892511367798
305,1,2,0.8537884950637817,0.374046266078949
306,1,2,0.8518821001052856,0.38207125663757324
307,1,2,0.8548539876937866,0.3788670003414154
308,1,2,0.8568292856216431,0.3755437731742859
309,1,2,0.856652557849884,0.37374621629714966
310,1,2,0.8559606671333313,0.37174034118652344
311,1,2,0.855600118637085,0.36716219782829285
312,1,2,0.8525617122650146,0.3660343289375305
313,1,2,0.8526202440261841,0.3678702414035797
314,1,2,0.8513192534446716,0.3505793511867523
315,1,2,0.8486420512199402,0.3429693579673767
316,1,2,0.8511008024215698,0.34352409839630127
317,1,2,0.8496391773223877,0.3416222333908081
318,1,2,0.850425660610199,0.34548699855804443
319,1,2,0.8480322957038879,0.3374623954296112
